District/School IRN,District/School Name,School Year,Org Type,Core Curriculum/Intervention,Reported Grades,Status,Reported Material Type,DEW Approved Material Type,DEW Approved Grades
151183,Lake Erie International High School,2024–2025,Community School,Other published instr materials incl on Dept approved list,09 - 12,Implemented,Reading Intervention,N/A,N/A
021457,Lake Erie Bilingual Academy,2024–2025,Community School,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
050245,Labrae Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 02,Implemented,ELA Core,ELA Core,KG - 05
050245,Labrae Local,2024–2025,Public District,Blast Foundations (Really Great Reading),01 - 01,Implemented,ELA Core,Both ELA Core and Reading Intervention,01 - 01
050245,Labrae Local,2024–2025,Public District,Countdown (Really Great Reading),KG - KG,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - KG
050245,Labrae Local,2024–2025,Public District,HD Word (Really Great Reading),02 - 02,Implemented,ELA Core,Both ELA Core and Reading Intervention,02 - 02
050245,Labrae Local,2024–2025,Public District,Lexia Core 5 Reading (Lexia),KG - 02,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
050245,Labrae Local,2024–2025,Public District,Locally created instruction,06 - 12,Implemented,Reading Intervention,N/A,N/A
050245,Labrae Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,02 - 05,Implemented,Reading Intervention,N/A,N/A
050245,Labrae Local,2024–2025,Public District,Other published instr materials not on Dept list,06 - 12,Implemented,Reading Intervention,N/A,N/A
050245,Labrae Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 01,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
010205,L. Hollingworth School For Talented And Gifted,2024–2025,Community School,ARC Core (American Reading Company),KG - 08,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
051144,Knox County Jvsd,2024–2025,Joint Vocational School District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,ELA Core,PreK Core,PS - PS
009957,Klepinger Community School,2024–2025,Community School,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
047878,Kirtland Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
047878,Kirtland Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,02 - 12,Implemented,Reading Intervention,N/A,N/A
047878,Kirtland Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 05,Implemented,Reading Intervention,N/A,N/A
009997,Kipp Columbus,2024–2025,Community School,Amplify CKLA K-2 Skills (Amplify),KG - 02,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
009997,Kipp Columbus,2024–2025,Community School,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
009997,Kipp Columbus,2024–2025,Community School,Fishtank Plus ELA 2021 (Fishtank Learning),06 - 08,Implemented,ELA Core,ELA Core,03 - 05
009997,Kipp Columbus,2024–2025,Community School,Lexia Core 5 Reading (Lexia),KG - 08,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
009997,Kipp Columbus,2024–2025,Community School,Other published instr materials incl on Dept approved list,09 - 12,Implemented,Reading Intervention,N/A,N/A
009997,Kipp Columbus,2024–2025,Community School,Other published instr materials not on Dept list,09 - 12,Implemented,ELA Core,N/A,N/A
050435,Kings Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 02,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
016836,Kids Care Elementary,2024–2025,Community School,HMH Into Reading 2020 (Houghton Mifflin Harcourt),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
016836,Kids Care Elementary,2024–2025,Community School,Other published instr materials incl on Dept approved list,KG - 05,Implemented,Reading Intervention,N/A,N/A
048165,Keystone Local,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),03 - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
048165,Keystone Local,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),06 - 08,Implemented,Reading Intervention,ELA Core,KG - 02
048165,Keystone Local,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),KG - 02,Implemented,Reading Intervention,ELA Core,KG - 02
048165,Keystone Local,2024–2025,Public District,Fundations (Wilson Language Training),KG - 02,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
048165,Keystone Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 12,Implemented,Reading Intervention,N/A,N/A
048165,Keystone Local,2024–2025,Public District,Other published instr materials not on Dept list,KG - 02,Implemented,ELA Core,N/A,N/A
048165,Keystone Local,2024–2025,Public District,Wit & Wisdom (Great Minds),KG - 05,Implemented,ELA Core,ELA Core,03 - 05
044180,Kettering City School District,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
044180,Kettering City School District,2024–2025,Public District,Wonders 2020 (McGraw Hill),KG - 05,Implemented,ELA Core,ELA Core,KG - 05
044180,Kettering City School District,2024–2025,Public District,World of Wonders (McGraw Hill),PS - PS,Implemented,ELA Core,PreK Core,PS - PS
044172,Kenton City,2024–2025,Public District,95 Phonics Core Program (95 Percent Group),KG - 03,Implemented,Reading Intervention,ELA Core,KG - 02
044172,Kenton City,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),03 - 05,Implemented,ELA Core,ELA Core,KG - 05
044172,Kenton City,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 02,Implemented,ELA Core,ELA Core,KG - 05
044172,Kenton City,2024–2025,Public District,"Creative Curriculum (Teaching Strategies, LLC)",PS - PS,Implemented,Both ELA Core and Reading Intervention,PreK Core,PS - PS
044172,Kenton City,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 02,Implemented,ELA Core,N/A,N/A
044172,Kenton City,2024–2025,Public District,Other published instr materials incl on Dept approved list,01 - 12,Implemented,Reading Intervention,N/A,N/A
044164,Kent City,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - 02
044164,Kent City,2024–2025,Public District,Fundations (Wilson Language Training),PS - 12,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
044164,Kent City,2024–2025,Public District,Other published instr materials incl on Dept approved list,PS - PS,Implemented,ELA Core,N/A,N/A
044164,Kent City,2024–2025,Public District,Other published instr materials incl on Dept approved list,PS - 12,Implemented,Reading Intervention,N/A,N/A
044164,Kent City,2024–2025,Public District,Other published instr materials not on Dept list,PS - 12,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
044164,Kent City,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),PS - 12,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
044164,Kent City,2024–2025,Public District,Wit & Wisdom (Great Minds),KG - 05,Implemented,ELA Core,ELA Core,03 - 05
017536,Kenmore Preparatory Academy Dba Toledo Preparatory Academy,2024–2025,Community School,Fundations (Wilson Language Training),KG - 04,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
017536,Kenmore Preparatory Academy Dba Toledo Preparatory Academy,2024–2025,Community School,Fundations (Wilson Language Training),KG - 04,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - 02
046797,Kelleys Island Local,2024–2025,Public District,Fundations (Wilson Language Training),02 - 02,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - 02
046797,Kelleys Island Local,2024–2025,Public District,Other published instr materials not on Dept list,02 - 06,Implemented,ELA Core,N/A,N/A
049346,Kalida Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,05 - 12,Implemented,Reading Intervention,N/A,N/A
049346,Kalida Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
049346,Kalida Local,2024–2025,Public District,Wonders 2023 (McGraw Hill),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
050179,Joseph Badger Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 06,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
048264,Jonathan Alder Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 07,Implemented,ELA Core,ELA Core,KG - 05
048264,Jonathan Alder Local,2024–2025,Public District,Frog Street Threes and/or Frog Street PreK (FrogStreet),PS - PS,Implemented,ELA Core,PreK Core,PS - PS
048264,Jonathan Alder Local,2024–2025,Public District,Lexia Core 5 Reading (Lexia),PS - 12,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
048264,Jonathan Alder Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,PS - 12,Implemented,Reading Intervention,N/A,N/A
048264,Jonathan Alder Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 04,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
047985,Johnstown-Monroe Local,2024–2025,Public District,Fundations (Wilson Language Training),KG - 03,Implemented,ELA Core,Both ELA Core and Reading Intervention,KG - 02
047985,Johnstown-Monroe Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 05,Implemented,Reading Intervention,N/A,N/A
047985,Johnstown-Monroe Local,2024–2025,Public District,Wit & Wisdom (Great Minds),KG - 05,Implemented,ELA Core,ELA Core,03 - 05
049338,Jennings Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 12,Implemented,Reading Intervention,N/A,N/A
049338,Jennings Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 05,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
049338,Jennings Local,2024–2025,Public District,Wonders 2020 (McGraw Hill),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
049338,Jennings Local,2024–2025,Public District,Wonders 2020 (McGraw Hill),06 - 06,Implemented,Reading Intervention,ELA Core,KG - 05
048686,Jefferson Township Local,2024–2025,Public District,Amplify CKLA K-2 Skills (Amplify),KG - 02,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
048686,Jefferson Township Local,2024–2025,Public District,Amplify CKLA K-5 Core Comprehensive (Amplify),KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
048686,Jefferson Township Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,06 - 08,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
048686,Jefferson Township Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 02,Implemented,Both ELA Core and Reading Intervention,N/A,N/A
048686,Jefferson Township Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,03 - 05,Implemented,Reading Intervention,N/A,N/A
048686,Jefferson Township Local,2024–2025,Public District,Savvas Essentials: Foundational Reading (Savvas),09 - 12,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 02
048256,Jefferson Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 02,Implemented,ELA Core,N/A,N/A
048256,Jefferson Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,KG - 05,Implemented,ELA Core,N/A,N/A
048256,Jefferson Local,2024–2025,Public District,UFLI Foundations: An Explicit and Systematic Phonics Program (Ventris Learning/ULFI),KG - 03,Implemented,Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
045872,Jefferson Area Local,2024–2025,Public District,Foundations A-Z (Learning A-Z),KG - 03,Implemented,Reading Intervention,ELA Core,KG - 02
045872,Jefferson Area Local,2024–2025,Public District,Fundations (Wilson Language Training),KG - 02,Implemented,Both ELA Core and Reading Intervention,Both ELA Core and Reading Intervention,KG - 02
045872,Jefferson Area Local,2024–2025,Public District,"MyView Literacy (Savvas Learning Company, formerly Pearson)",KG - 05,Implemented,Both ELA Core and Reading Intervention,ELA Core,KG - 05
045872,Jefferson Area Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,03 - 06,Implemented,Reading Intervention,N/A,N/A
045872,Jefferson Area Local,2024–2025,Public District,Other published instr materials incl on Dept approved list,03 - 12,Implemented,Reading Intervention,N/A,N/A
045872,Jefferson Area Local,2024–2025,Public District,Other published instr materials not on Dept list,KG - 02,Implemented,Reading Intervention,N/A,N/A
